Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
233992349,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233993341,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
233997342,000001D0,false,Rx,0,8,5A,43,6C,C6,78,44,3D,96,
234004340,000004E5,false,Rx,0,8,67,42,FF,01,FF,FF,FF,FF,
234014346,000001D2,false,Rx,0,6,E1,0F,FF,1D,F0,FF,00,00,
234017339,000001FC,false,Rx,0,2,A0,03,00,00,00,00,00,00,
234018342,0000032A,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
234028342,00000200,false,Rx,0,8,40,81,FC,04,00,00,00,00,
234031348,000002F0,false,Rx,0,2,34,F0,00,00,00,00,00,00,
234040344,000001A6,false,Rx,0,8,02,00,02,00,00,00,04,F6,
234042349,000001B4,false,Rx,0,8,00,10,E2,F6,16,30,FC,E2,
234043342,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
234064345,000000A8,false,Rx,0,8,7A,DA,01,D0,01,1F,03,02,
234066423,000000AA,false,Rx,0,8,E6,7A,03,00,9D,0B,80,95,
234074425,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234078422,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,8F,79,
234081424,00000130,false,Rx,0,5,45,42,39,BF,E2,00,00,00,
234089423,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
234092424,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234093425,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234098423,000001D0,false,Rx,0,8,5A,43,6D,C6,CC,44,3D,96,
234115424,000000C0,false,Rx,0,2,F1,FF,00,00,00,00,00,00,
234141427,000001A6,false,Rx,0,8,02,00,02,00,00,00,94,F7,
234142425,000001B4,false,Rx,0,8,00,10,E2,F7,16,30,FC,E3,
234164424,000000A8,false,Rx,0,8,75,D5,01,D0,01,1F,03,02,
234166423,000000AA,false,Rx,0,8,DE,85,03,00,8A,0B,80,95,
234168425,000000BE,false,Rx,0,5,0F,FF,FF,E6,FF,00,00,00,
234170426,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
234172425,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
234174427,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234176427,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
234178425,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,DF,99,
234181427,00000130,false,Rx,0,5,45,42,39,BF,F3,00,00,00,
234182427,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
234192426,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234193426,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234198428,000001D0,false,Rx,0,8,5A,43,6E,C6,21,45,3D,96,
234214428,000001D2,false,Rx,0,6,E1,0F,FF,2D,F0,FF,00,00,
234216427,000001FC,false,Rx,0,2,A1,03,00,00,00,00,00,00,
234228428,00000200,false,Rx,0,8,40,81,FC,00,00,00,00,00,
234241429,000001A6,false,Rx,0,8,02,00,02,00,00,00,24,F9,
234243431,000001B4,false,Rx,0,8,00,10,E2,F8,16,30,FC,E4,
234248428,000003B3,false,Rx,0,6,F1,FF,00,00,00,F1,00,00,
234264430,000000A8,false,Rx,0,8,D0,00,02,00,02,1F,03,02,
234266427,000000AA,false,Rx,0,8,E4,A0,03,00,74,0B,80,96,
234274430,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234278431,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,3F,29,
234281428,00000130,false,Rx,0,5,45,42,39,BF,04,00,00,00,
234285427,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
234292429,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234293428,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234298433,000001D0,false,Rx,0,8,5A,43,60,C6,76,45,3D,96,
234315432,000000C0,false,Rx,0,2,F2,FF,00,00,00,00,00,00,
234341433,000001A6,false,Rx,0,8,02,00,02,00,00,00,B4,FA,
234343433,000001B4,false,Rx,0,8,00,10,E2,F9,16,30,FC,E5,
234349432,000003B4,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
234364430,000000A8,false,Rx,0,8,9B,6A,02,60,02,1F,03,02,
234366436,000000AA,false,Rx,0,8,41,EA,03,00,87,0B,80,95,
234368433,000000BE,false,Rx,0,5,AF,FF,FF,E7,FF,00,00,00,
234369431,000004F0,false,Rx,0,8,72,42,FF,01,00,30,84,00,
234370432,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
234372433,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
234374431,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234376433,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
234378436,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,8F,89,
234381433,00000130,false,Rx,0,5,45,42,39,BF,15,00,00,00,
234392434,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234393432,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234401432,000001D0,false,Rx,0,8,5A,43,61,C6,CD,45,3D,96,
234414432,000001D2,false,Rx,0,6,E1,0F,FF,3D,F0,FF,00,00,
234416433,000001FC,false,Rx,0,2,A2,03,00,00,00,00,00,00,
234429435,00000200,false,Rx,0,8,40,81,FC,01,00,00,00,00,
234441434,000001A6,false,Rx,0,8,02,00,02,00,00,00,44,FC,
234443436,000001B4,false,Rx,0,8,00,10,E2,FA,16,30,FC,E6,
234454434,000004F2,false,Rx,0,8,73,42,FF,01,00,00,00,00,
234464434,000000A8,false,Rx,0,8,F5,15,02,10,02,1F,03,02,
234466437,000000AA,false,Rx,0,8,F0,85,03,00,9B,0B,80,96,
234474434,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234478434,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,DF,C9,
234481432,00000130,false,Rx,0,5,45,42,39,BF,26,00,00,00,
234492434,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234493440,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234501436,000001D0,false,Rx,0,8,5A,43,62,C6,24,46,3D,96,
234515438,000000C0,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
234521437,000001B6,false,Rx,0,7,FF,FF,3C,02,7D,00,54,00,
234537436,00000328,false,Rx,0,6,12,AD,1D,00,16,20,00,00,
234541436,000001A6,false,Rx,0,8,02,00,02,00,00,00,D4,FD,
234543436,000001B4,false,Rx,0,8,00,10,E2,FB,16,30,FC,E7,
234552435,000004F3,false,Rx,0,8,78,42,FF,01,FF,FF,FF,FF,
234564435,000000A8,false,Rx,0,8,B0,F0,01,F0,01,1F,03,02,
234566439,000000AA,false,Rx,0,8,D8,50,03,00,B8,0B,80,96,
234568436,000000BE,false,Rx,0,5,5F,FF,FF,E8,FF,00,00,00,
234570436,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
234572438,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
234574437,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234576436,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
234578436,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,3F,29,
234581435,00000130,false,Rx,0,5,45,42,39,BF,37,00,00,00,
234592435,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234593436,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234601436,000001D0,false,Rx,0,8,5A,43,63,C6,7C,46,3D,96,
234614438,000001D2,false,Rx,0,6,E1,0F,FF,4D,F0,FF,00,00,
234616437,000001FC,false,Rx,0,2,A3,03,00,00,00,00,00,00,
234629442,00000200,false,Rx,0,8,40,81,FC,02,00,00,00,00,
234641435,000001A6,false,Rx,0,8,02,00,02,00,00,00,64,FF,
234642437,000004F8,false,Rx,0,8,00,42,FF,01,FF,FF,FF,FF,
234643440,000001B4,false,Rx,0,8,00,10,E2,FC,16,30,FC,E8,
234664438,000000A8,false,Rx,0,8,BA,FA,01,F0,01,1F,03,02,
234666438,000000AA,false,Rx,0,8,C5,6A,03,00,8C,0B,80,95,
234674437,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234678441,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,8F,79,
234681441,00000130,false,Rx,0,5,45,42,39,BF,48,00,00,00,
234692438,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234693445,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234701438,000001D0,false,Rx,0,8,5A,43,64,C6,C2,46,3D,96,
234712439,00000581,false,Rx,0,8,40,4D,00,0D,FF,FF,FF,FF,
234715438,000000C0,false,Rx,0,2,F4,FF,00,00,00,00,00,00,
234720441,00000480,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
234722439,000000EA,false,Rx,0,8,8F,FF,E0,FD,FF,FF,FF,2B,
234726440,000005C0,false,Rx,0,8,04,00,32,FF,FF,FF,F0,FF,
234741441,000001A6,false,Rx,0,8,02,00,02,00,00,00,F4,F0,
234742441,00000580,false,Rx,0,8,04,11,04,01,05,FF,00,F0,
234744442,000001B4,false,Rx,0,8,00,10,E2,FD,16,30,FC,E9,
234758440,00000306,false,Rx,0,2,00,F0,00,00,00,00,00,00,
234764442,000000A8,false,Rx,0,8,95,E5,01,E0,01,1F,03,02,
234765440,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
234766439,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
234767441,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
234767460,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
234768440,000000AA,false,Rx,0,8,E1,75,03,00,9D,0B,80,95,
234770442,000000BE,false,Rx,0,5,0F,FF,FF,E9,FF,00,00,00,
234771440,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
234772442,000000C8,false,Rx,0,6,00,80,FD,00,80,92,00,00,
234774445,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234776440,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
234778439,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,DF,99,
234779443,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
234781443,000000E2,false,Rx,0,8,FF,FF,E7,FC,FF,FF,FF,10,
234782440,0000026E,false,Rx,0,8,00,40,40,50,FF,FF,FF,FF,
234783441,000002FA,false,Rx,0,5,FC,00,FF,FF,FF,00,00,00,
234784441,00000130,false,Rx,0,5,45,42,39,BF,59,00,00,00,
234785442,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
234792440,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234793442,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234800441,000001D0,false,Rx,0,8,5A,43,65,C6,18,47,3D,96,
234805441,000004C0,false,Rx,0,8,41,42,FF,01,00,01,FA,02,
234807440,00000338,false,Rx,0,8,33,01,08,F0,00,FE,FE,FE,
234814444,000001D2,false,Rx,0,6,E1,0F,FF,5D,F0,FF,00,00,
234816441,000001FC,false,Rx,0,2,A4,03,00,00,00,00,00,00,
234830439,00000200,false,Rx,0,8,40,81,FC,03,00,00,00,00,
234831443,0000032E,false,Rx,0,8,FF,FF,FF,81,FF,FF,FF,FF,
234840443,000001A6,false,Rx,0,8,02,00,02,00,00,00,84,F2,
234844441,000001B4,false,Rx,0,8,00,10,E2,FE,16,30,FC,EA,
234854443,00000172,false,Rx,0,5,33,01,08,60,F0,00,00,00,
234864442,000000A8,false,Rx,0,8,90,E0,01,E0,01,1F,03,02,
234866443,000000AA,false,Rx,0,8,F1,80,03,00,A2,0B,80,95,
234874440,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234878443,000001A0,false,Rx,0,8,00,80,00,90,FE,F7,3F,E8,
234881442,00000130,false,Rx,0,5,45,42,39,BF,6A,00,00,00,
234891443,000004C1,false,Rx,0,8,43,52,FE,01,FF,FF,FF,FF,
234892443,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234893441,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234900442,000001D0,false,Rx,0,8,5A,43,66,C6,71,47,3D,96,
234913446,00000581,false,Rx,0,8,40,61,00,0D,FF,FF,FF,FF,
234915444,000000C0,false,Rx,0,2,F5,FF,00,00,00,00,00,00,
234931444,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
234940446,000001A6,false,Rx,0,8,02,00,02,00,00,00,14,F4,
234941444,0000031D,false,Rx,0,2,00,FE,00,00,00,00,00,00,
234944443,000001B4,false,Rx,0,8,00,10,E2,F0,16,30,FC,DC,
234964446,000000A8,false,Rx,0,8,9A,EA,01,E0,01,1F,03,02,
234966443,000000AA,false,Rx,0,8,F9,8A,03,00,A0,0B,80,95,
234968446,000000BE,false,Rx,0,5,AF,FF,FF,EA,FF,00,00,00,
234970443,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
234972444,000000C8,false,Rx,0,6,00,80,FD,00,80,B2,00,00,
234973441,000004C3,false,Rx,0,8,44,42,FF,01,FF,FF,FF,FF,
234974444,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
234976443,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
234978446,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,8F,86,
234981444,00000130,false,Rx,0,5,45,42,39,BF,7B,00,00,00,
234992391,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
234993373,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235001443,000001D0,false,Rx,0,8,5A,43,67,C6,C7,47,3D,96,
235014448,000001D2,false,Rx,0,6,E1,0F,FF,6D,F0,FF,00,00,
235017445,000001FC,false,Rx,0,2,A5,03,00,00,00,00,00,00,
235018447,0000032A,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
235030444,00000200,false,Rx,0,8,40,81,FC,04,00,00,00,00,
235040445,000001A6,false,Rx,0,8,02,00,02,00,00,00,A4,F5,
235044446,000001B4,false,Rx,0,8,00,10,E2,F1,16,30,FC,DD,
235045447,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
235046448,00000330,false,Rx,0,8,4A,AA,03,0A,00,15,80,05,
235064446,000000A8,false,Rx,0,8,95,E5,01,E0,01,1F,03,02,
235066446,000000AA,false,Rx,0,8,A9,55,03,00,85,0B,80,95,
235071445,000004C4,false,Rx,0,8,45,42,FF,01,FF,FF,FF,FF,
235074451,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235078446,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,DF,C9,
235081448,00000130,false,Rx,0,5,45,42,39,BF,8C,00,00,00,
235092450,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235093446,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235101448,000001D0,false,Rx,0,8,5A,43,68,C6,1D,48,3D,96,
235115445,000000C0,false,Rx,0,2,F6,FF,00,00,00,00,00,00,
235117448,00000581,false,Rx,0,8,40,5D,00,0D,FF,FF,FF,FF,
235140449,000001A6,false,Rx,0,8,02,00,02,00,00,00,34,F7,
235145448,000001B4,false,Rx,0,8,00,10,E2,F2,16,30,FC,DE,
235164452,000000A8,false,Rx,0,8,B0,F0,01,F0,01,1F,03,02,
235166449,000000AA,false,Rx,0,8,D3,B0,03,00,54,0B,80,95,
235167448,000004C5,false,Rx,0,8,60,42,FF,FF,FF,FF,FF,FF,
235168451,000000BE,false,Rx,0,5,5F,FF,FF,EB,FF,00,00,00,
235170450,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
235172449,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
235174449,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235176449,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
235178448,000001A0,false,Rx,0,8,00,80,00,00,FF,F4,3F,56,
235181447,00000130,false,Rx,0,5,45,42,39,BF,9D,00,00,00,
235192448,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235193449,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235201448,000001D0,false,Rx,0,8,5A,43,69,C6,73,48,3D,96,
235214448,000001D2,false,Rx,0,6,E1,0F,FF,7D,F0,FF,00,00,
235216448,000001FC,false,Rx,0,2,A6,03,00,00,00,00,00,00,
235231450,00000200,false,Rx,0,8,40,81,FC,00,00,00,00,00,
235240449,000001A6,false,Rx,0,8,02,00,02,00,00,00,C4,F8,
235245451,000001B4,false,Rx,0,8,00,10,E2,F3,16,30,FC,DF,
235264450,000000A8,false,Rx,0,8,3B,3A,02,30,02,1F,03,02,
235265449,000004E0,false,Rx,0,8,62,42,FF,01,FF,FF,FF,FF,
235267453,000000AA,false,Rx,0,8,52,EA,03,00,98,0B,80,95,
235274451,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235278451,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,8F,86,
235281454,00000130,false,Rx,0,5,45,42,39,BF,AE,00,00,00,
235292450,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235293452,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235301449,000001D0,false,Rx,0,8,5A,43,6A,C6,CA,48,3D,96,
235315452,000000C0,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
235323454,00000581,false,Rx,0,8,40,5B,00,0D,FF,FF,FF,FF,
235340453,000001A6,false,Rx,0,8,02,00,02,00,00,00,54,FA,
235345451,000001B4,false,Rx,0,8,00,10,E2,F4,16,30,FC,E0,
235361451,000004E2,false,Rx,0,8,64,42,FF,01,FF,FF,FF,FF,
235364455,000000A8,false,Rx,0,8,36,35,02,30,02,1F,03,02,
235366451,000000AA,false,Rx,0,8,12,75,03,00,CC,0B,80,96,
235368458,000000BE,false,Rx,0,5,0F,FF,FF,EC,FF,00,00,00,
235370451,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
235372452,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
235374453,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235376451,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
235378451,000001A0,false,Rx,0,8,00,80,00,00,FF,F4,DF,F6,
235381453,00000130,false,Rx,0,5,45,42,39,BF,C0,00,00,00,
235392453,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235393455,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235401451,000001D0,false,Rx,0,8,5A,43,6B,C6,23,49,3D,96,
235414453,000001D2,false,Rx,0,6,E1,0F,FF,8D,F0,FF,00,00,
235416452,000001FC,false,Rx,0,2,A7,03,00,00,00,00,00,00,
235431454,00000200,false,Rx,0,8,40,81,FC,01,00,00,00,00,
235432455,000005E0,false,Rx,0,8,11,FF,FF,01,FF,FF,FC,FF,
235441454,000001A6,false,Rx,0,8,02,00,02,00,00,00,E4,FB,
235445454,000001B4,false,Rx,0,8,00,10,E2,F5,16,30,FC,E1,
235450455,000004E4,false,Rx,0,8,65,42,FF,01,FF,FF,FF,FF,
235464407,000000A8,false,Rx,0,8,B0,F0,01,F0,01,1F,03,02,
235466403,000000AA,false,Rx,0,8,E7,70,03,00,A7,0B,80,96,
235474400,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235478430,000001A0,false,Rx,0,8,00,80,00,A0,FE,F4,3F,F5,
235481470,00000130,false,Rx,0,5,45,42,39,BF,D1,00,00,00,
235492452,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235493453,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235501456,000001D0,false,Rx,0,8,5A,43,6C,C6,7C,49,3D,96,
235515453,000000C0,false,Rx,0,2,F8,FF,00,00,00,00,00,00,
235521457,000001B6,false,Rx,0,7,FF,FF,3C,02,74,00,57,00,
235523454,00000581,false,Rx,0,8,40,4C,00,0D,FF,FF,FF,FF,
235537454,00000328,false,Rx,0,6,13,AD,1D,00,16,20,00,00,
235541452,000001A6,false,Rx,0,8,02,00,02,00,00,00,74,FD,
235541472,0000024A,false,Rx,0,2,06,FF,00,00,00,00,00,00,
235545456,000001B4,false,Rx,0,8,00,10,E2,F6,16,30,FC,E2,
235548453,000004E5,false,Rx,0,8,67,42,FF,01,FF,FF,FF,FF,
235564456,000000A8,false,Rx,0,8,DA,0A,02,00,02,1F,03,02,
235566453,000000AA,false,Rx,0,8,04,6A,03,00,C9,0B,80,96,
235568453,000000BE,false,Rx,0,5,AF,FF,FF,ED,FF,00,00,00,
235570452,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
235572455,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
235574454,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235576456,0000019E,false,Rx,0,8,00,ED,80,FC,F0,00,00,FB,
235578454,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,8F,79,
235581454,00000130,false,Rx,0,5,45,42,39,BF,E2,00,00,00,
235592454,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235593456,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235601457,000001D0,false,Rx,0,8,5A,43,6D,C6,D5,49,3D,96,
235614456,000001D2,false,Rx,0,6,E1,0F,FF,9D,F0,FF,00,00,
235616457,000001FC,false,Rx,0,2,A8,03,00,00,00,00,00,00,
235631457,000005E0,false,Rx,0,8,11,FF,FF,02,FF,FF,FC,FF,
235632456,00000200,false,Rx,0,8,40,81,FC,02,00,00,00,00,
235634454,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
235640456,000001A6,false,Rx,0,8,02,00,02,00,00,00,04,FF,
235645458,000001B4,false,Rx,0,8,00,10,E2,F7,16,30,FC,E3,
235664455,000000A8,false,Rx,0,8,55,C5,01,C0,01,1F,03,02,
235666454,000000AA,false,Rx,0,8,F4,45,03,00,DF,0B,80,96,
235674458,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235678455,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,DF,D9,
235681460,00000130,false,Rx,0,5,45,42,39,BF,F3,00,00,00,
235692456,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235693455,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235702455,000001D0,false,Rx,0,8,5A,43,6E,C6,2E,4A,3D,96,
235715457,000000C0,false,Rx,0,2,F9,FF,00,00,00,00,00,00,
235718455,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
235740457,000001A6,false,Rx,0,8,02,00,02,00,00,00,94,F0,
235745453,000001B4,false,Rx,0,8,00,10,E2,F8,16,30,FC,E4,
235758457,00000306,false,Rx,0,2,00,F0,00,00,00,00,00,00,
235760456,00000314,false,Rx,0,3,11,02,FF,00,00,00,00,00,
235761454,00000226,false,Rx,0,5,FF,FE,FF,20,FF,00,00,00,
235764456,000000A8,false,Rx,0,8,CF,80,01,80,01,1F,03,02,
235765457,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
235766457,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
235767456,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
235768454,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
235769454,000000AA,false,Rx,0,8,D7,30,03,00,D8,0B,80,95,
235770454,000000BE,false,Rx,0,5,5F,FF,FF,EE,FF,00,00,00,
235771455,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
235772383,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
235774384,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235776457,0000019E,false,Rx,0,8,00,ED,30,FC,F0,00,00,AB,
235778456,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,3F,29,
235779455,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
235781383,00000130,false,Rx,0,5,45,42,39,BF,04,00,00,00,
235783458,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
235792383,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235793455,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235802458,000001D0,false,Rx,0,8,5A,43,60,C6,85,4A,3D,96,
235814456,000001D2,false,Rx,0,6,E1,0F,FF,AD,F0,FF,00,00,
235816456,000001FC,false,Rx,0,2,A9,03,00,00,00,00,00,00,
235821457,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
235827455,000000FA,false,Rx,0,3,FF,00,FF,00,00,00,00,00,
235831457,0000032E,false,Rx,0,8,FF,FF,FF,81,FF,FF,FF,FF,
235833458,00000200,false,Rx,0,8,40,81,FC,03,00,00,00,00,
235834454,000002E6,false,Rx,0,8,00,00,00,32,A0,FF,FF,FF,
235835455,000002EA,false,Rx,0,8,FF,00,00,FF,A3,FF,FF,FF,
235836460,000002F4,false,Rx,0,4,E8,FF,1E,F8,00,00,00,00,
235840456,000001A6,false,Rx,0,8,02,00,02,00,00,00,24,F2,
235846457,000001B4,false,Rx,0,8,00,10,E2,F9,16,30,FC,E5,
235864455,000000A8,false,Rx,0,8,3A,BA,01,B0,01,1F,03,02,
235866456,000000AA,false,Rx,0,8,EC,4A,03,00,D3,0B,80,95,
235872456,000000FA,false,Rx,0,3,FF,00,FF,00,00,00,00,00,
235874455,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235878455,000001A0,false,Rx,0,8,00,80,00,10,FF,F7,8F,B9,
235881457,00000130,false,Rx,0,5,45,42,39,BF,15,00,00,00,
235892458,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235893459,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
235902460,000001D0,false,Rx,0,8,5A,43,61,C6,DC,4A,3D,96,
235909458,000004F0,false,Rx,0,8,72,42,FF,01,00,30,84,00,
235915462,000000C0,false,Rx,0,2,FA,FF,00,00,00,00,00,00,
235921460,000000FA,false,Rx,0,3,FF,00,FF,00,00,00,00,00,
235931456,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
235940455,000001A6,false,Rx,0,8,02,00,02,00,00,00,B4,F3,
235945457,000001B4,false,Rx,0,8,00,10,E2,FA,16,30,FC,E6,
235964458,000000A8,false,Rx,0,8,B5,F5,01,F0,01,1F,03,02,
235966457,000000AA,false,Rx,0,8,D8,65,03,00,A4,0B,80,95,
235968457,000000BE,false,Rx,0,5,0F,FF,FF,EF,FF,00,00,00,
235970458,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
235972459,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
235974458,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
235976455,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,00,00,4C,
235977458,000000FA,false,Rx,0,3,FF,00,FF,00,00,00,00,00,
235979456,000001A0,false,Rx,0,8,00,80,00,00,FF,F7,DF,F9,
235982457,00000130,false,Rx,0,5,45,42,39,BF,26,00,00,00,
235985458,00000366,false,Rx,0,4,D8,70,03,FD,00,00,00,00,
